product_id,seller_id,category_id,product_name,brand,listed_date,original_price,current_price,cost_price,stock_qty,product_status
P0010261,S03382,CAT016,Ace Home Decor Item 10261,Ace,2024-11-07,41000,40000,30000,512,inactive
P0010262,S00111,CAT008,Nevada Bags Item 10262,Nevada,2023-12-27,1183000,1146000,938000,290,active
P0010263,S00602,CAT011,Skintific Makeup Item 10263,Skintific,2022-06-25,29000,22000,15000,608,active
P0010264,S02578,CAT013,Emina Hair Care Item 10264,Emina,2023-03-01,135000,128000,105000,569,inactive
P0010265,S02995,CAT004,Asus Computers & Laptops Item 10265,Asus,2025-10-07,29628000,24026000,16632000,1008,active
P0010266,S02879,CAT005,Executive Women Fashion Item 10266,Executive,2023-09-27,55000,40000,28000,2080,active
P0010267,S00404,CAT015,Krisbow Furniture Item 10267,Krisbow,2022-10-28,11128000,8692000,5825000,37,active
P0010268,S00903,CAT021,ABC Snacks Item 10268,ABC,2025-11-26,25000,23000,16000,1413,inactive
P0010269,S01251,CAT002,Lenovo Gadget Accessories Item 10269,Lenovo,2025-06-28,82000,59000,40000,1904,active
P0010270,S01660,CAT021,Kapal Api Snacks Item 10270,Kapal Api,2025-02-23,17000,14000,9000,434,active
P0010271,S03717,CAT032,Nintendo Gaming Accessories Item 10271,Nintendo,2024-07-17,150000,137000,79000,518,active
P0010272,S03317,CAT015,IKEA Furniture Item 10272,IKEA,2025-08-12,4651000,3486000,2127000,1451,active
P0010273,S01144,CAT012,Skintific Fragrance Item 10273,Skintific,2023-12-29,1294000,954000,639000,2301,active
P0010274,S00214,CAT030,Pilot Office Supplies Item 10274,Pilot,2025-09-25,34000,26000,18000,1369,active
P0010275,S03069,CAT026,Decathlon Outdoor Item 10275,Decathlon,2022-04-25,2433000,2262000,1380000,899,active
P0010276,S00687,CAT009,LocalMode Muslim Fashion Item 10276,LocalMode,2022-05-11,185000,180000,133000,768,inactive
P0010277,S03759,CAT009,Erigo Muslim Fashion Item 10277,Erigo,2023-05-07,629000,477000,319000,1836,active
P0010278,S03737,CAT013,Somethinc Hair Care Item 10278,Somethinc,2022-06-29,83000,69000,50000,1315,active
P0010279,S00931,CAT027,Honda Motorcycle Accessories Item 10279,Honda,2026-02-15,44000,39000,25000,1294,active
P0010280,S01200,CAT005,Berrybenka Women Fashion Item 10280,Berrybenka,2023-08-11,856000,635000,529000,896,active
P0010281,S03669,CAT026,Decathlon Outdoor Item 10281,Decathlon,2022-08-07,5653000,5077000,3360000,484,active
P0010282,S02452,CAT008,Executive Bags Item 10282,Executive,2023-06-28,314000,302000,191000,1568,active
P0010283,S02734,CAT011,Emina Makeup Item 10283,Emina,2024-01-30,166000,128000,74000,1015,active
P0010284,S01963,CAT004,Xiaomi Computers & Laptops Item 10284,Xiaomi,2023-08-06,8286000,7988000,4287000,486,active
P0010285,S00144,CAT009,Berrybenka Muslim Fashion Item 10285,Berrybenka,2022-05-22,117000,113000,94000,1042,inactive
P0010286,S01228,CAT017,No Brand Cleaning Tools Item 10286,No Brand,2024-01-12,132000,127000,93000,1223,active
P0010287,S03655,CAT023,Ultra Household Supplies Item 10287,Ultra,2022-12-23,134000,112000,69000,2178,active
P0010288,S01011,CAT008,Nevada Bags Item 10288,Nevada,2024-07-22,921000,872000,686000,373,active
P0010289,S00231,CAT009,Berrybenka Muslim Fashion Item 10289,Berrybenka,2024-06-24,200000,198000,120000,629,active
P0010290,S03937,CAT001,Samsung Smartphones Item 10290,Samsung,2022-03-12,12542000,8997000,6014000,787,active
P0010291,S01429,CAT028,No Brand Car Accessories Item 10291,No Brand,2023-02-08,2412000,1782000,1345000,846,active
P0010292,S03402,CAT030,Bantex Office Supplies Item 10292,Bantex,2023-11-13,482000,430000,268000,868,active
P0010293,S01028,CAT016,Oxone Home Decor Item 10293,Oxone,2025-11-30,41000,30000,20000,1262,active
P0010294,S01072,CAT009,This Is April Muslim Fashion Item 10294,This Is April,2022-01-14,604000,483000,275000,1683,inactive
P0010295,S00835,CAT009,Executive Muslim Fashion Item 10295,Executive,2024-02-27,259000,221000,161000,2074,active
P0010296,S02956,CAT014,No Brand Kitchenware Item 10296,No Brand,2026-01-25,242000,208000,121000,1839,active
P0010297,S01069,CAT011,Maybelline Makeup Item 10297,Maybelline,2022-02-26,606000,547000,365000,702,active
P0010298,S00951,CAT005,Berrybenka Women Fashion Item 10298,Berrybenka,2024-09-19,130000,117000,90000,758,active
P0010299,S00142,CAT032,Rexus Gaming Accessories Item 10299,Rexus,2025-07-01,1842000,1756000,1288000,695,active
P0010300,S02513,CAT017,Ace Cleaning Tools Item 10300,Ace,2022-11-01,22000,20000,14000,1779,active
P0010301,S00825,CAT023,Ultra Household Supplies Item 10301,Ultra,2025-05-20,416000,304000,233000,2128,active
P0010302,S01955,CAT005,This Is April Women Fashion Item 10302,This Is April,2025-02-19,232000,195000,143000,301,inactive
P0010303,S03299,CAT017,Oxone Cleaning Tools Item 10303,Oxone,2023-11-21,200000,162000,106000,991,active
P0010304,S02487,CAT031,Lego Toys Item 10304,Lego,2024-04-18,424000,314000,230000,715,active
P0010305,S03027,CAT024,Unilever Fresh Food Item 10305,Unilever,2023-02-07,236000,187000,154000,2274,delisted
P0010306,S02940,CAT023,Ultra Household Supplies Item 10306,Ultra,2024-01-19,252000,222000,176000,2180,inactive
P0010307,S00188,CAT007,Nevada Shoes Item 10307,Nevada,2024-03-18,99000,85000,49000,754,active
P0010308,S02268,CAT012,Emina Fragrance Item 10308,Emina,2023-06-15,124000,115000,77000,1944,active
P0010309,S01128,CAT015,Oxone Furniture Item 10309,Oxone,2023-11-25,419000,351000,184000,2081,active
P0010310,S02460,CAT021,Indomie Snacks Item 10310,Indomie,2022-04-10,31000,25000,15000,647,active
P0010311,S01388,CAT032,No Brand Gaming Accessories Item 10311,No Brand,2024-05-05,1495000,1108000,839000,832,delisted
P0010312,S03520,CAT018,Pigeon Baby Clothes Item 10312,Pigeon,2025-10-30,621000,447000,283000,1244,active
P0010313,S03678,CAT003,Xiaomi Home Appliances Item 10313,Xiaomi,2024-09-05,695000,593000,466000,228,active
P0010314,S00290,CAT021,Sosro Snacks Item 10314,Sosro,2026-04-25,134000,125000,87000,1004,inactive
P0010315,S01203,CAT030,Bantex Office Supplies Item 10315,Bantex,2022-06-28,22000,22000,17000,1144,active
P0010316,S01134,CAT021,Unilever Snacks Item 10316,Unilever,2023-04-21,36000,30000,22000,341,active
P0010317,S00383,CAT012,Emina Fragrance Item 10317,Emina,2022-12-01,1842000,1838000,1449000,864,active
P0010318,S03280,CAT030,Pilot Office Supplies Item 10318,Pilot,2023-12-30,498000,390000,231000,2213,active
P0010319,S01715,CAT003,Asus Home Appliances Item 10319,Asus,2025-03-03,1484000,1344000,872000,1266,active
P0010320,S02695,CAT002,Anker Gadget Accessories Item 10320,Anker,2025-06-04,140000,112000,59000,1110,active
P0010321,S00225,CAT023,Sari Roti Household Supplies Item 10321,Sari Roti,2025-01-08,56000,42000,28000,2393,active
P0010322,S03634,CAT022,Sosro Beverages Item 10322,Sosro,2024-01-20,13000,10000,8000,1200,active
P0010323,S01315,CAT024,Ultra Fresh Food Item 10323,Ultra,2024-05-31,126000,104000,59000,1171,active
P0010324,S01753,CAT010,Wardah Skincare Item 10324,Wardah,2023-09-03,569000,444000,263000,2427,active
P0010325,S00613,CAT016,Ace Home Decor Item 10325,Ace,2026-02-20,83000,77000,55000,310,active
P0010326,S00869,CAT031,Lego Toys Item 10326,Lego,2025-04-18,31000,29000,17000,1220,active
P0010327,S02435,CAT006,LocalMode Men Fashion Item 10327,LocalMode,2024-03-29,407000,312000,164000,929,active
P0010328,S01523,CAT015,IKEA Furniture Item 10328,IKEA,2024-11-23,867000,702000,398000,2154,active
P0010329,S00816,CAT016,No Brand Home Decor Item 10329,No Brand,2022-09-17,2171000,1762000,1198000,2100,active
P0010330,S01638,CAT017,Krisbow Cleaning Tools Item 10330,Krisbow,2024-08-14,453000,352000,214000,1761,active
P0010331,S02363,CAT001,Xiaomi Smartphones Item 10331,Xiaomi,2024-01-29,16425000,14936000,9720000,901,active
P0010332,S00355,CAT012,Skintific Fragrance Item 10332,Skintific,2024-06-28,2683000,1977000,1398000,1805,active
P0010333,S00946,CAT022,ABC Beverages Item 10333,ABC,2022-11-04,218000,170000,120000,1047,active
P0010334,S02125,CAT009,Nevada Muslim Fashion Item 10334,Nevada,2022-07-23,190000,176000,110000,617,inactive
P0010335,S03032,CAT013,Skintific Hair Care Item 10335,Skintific,2024-08-07,633000,542000,417000,1352,active
P0010336,S00322,CAT022,Indomie Beverages Item 10336,Indomie,2025-10-30,80000,79000,46000,957,active
P0010337,S01524,CAT008,Erigo Bags Item 10337,Erigo,2025-04-04,144000,118000,74000,456,active
P0010338,S01857,CAT023,Unilever Household Supplies Item 10338,Unilever,2023-05-05,252000,208000,141000,2452,active
P0010339,S00914,CAT025,Eiger Fitness Item 10339,Eiger,2026-04-11,509000,365000,218000,751,active
P0010340,S00481,CAT031,No Brand Toys Item 10340,No Brand,2025-01-20,708000,568000,444000,1960,active
P0010341,S01164,CAT003,Lenovo Home Appliances Item 10341,Lenovo,2024-09-25,1189000,994000,524000,951,inactive
P0010342,S00578,CAT013,Azarine Hair Care Item 10342,Azarine,2024-08-05,225000,180000,96000,2487,active
P0010343,S01595,CAT007,Berrybenka Shoes Item 10343,Berrybenka,2022-04-12,761000,567000,404000,1474,active
P0010344,S00755,CAT007,Nevada Shoes Item 10344,Nevada,2025-09-22,167000,134000,105000,1836,active
P0010345,S00603,CAT006,No Brand Men Fashion Item 10345,No Brand,2026-01-06,246000,241000,170000,2212,active
P0010346,S00494,CAT025,Adidas Fitness Item 10346,Adidas,2022-12-23,113000,94000,53000,1681,inactive
P0010347,S03650,CAT006,LocalMode Men Fashion Item 10347,LocalMode,2025-12-17,223000,206000,148000,2256,active
P0010348,S03755,CAT002,Xiaomi Gadget Accessories Item 10348,Xiaomi,2022-08-22,189000,158000,85000,1598,active
P0010349,S03534,CAT002,Acer Gadget Accessories Item 10349,Acer,2022-09-27,356000,273000,213000,1307,active
P0010350,S01211,CAT010,Skintific Skincare Item 10350,Skintific,2025-12-25,32000,31000,18000,1767,active
P0010351,S00284,CAT002,Acer Gadget Accessories Item 10351,Acer,2023-12-11,94000,72000,43000,529,active
P0010352,S03467,CAT002,Logitech Gadget Accessories Item 10352,Logitech,2022-11-09,68000,65000,43000,1989,active
P0010353,S03764,CAT008,Executive Bags Item 10353,Executive,2026-03-14,889000,827000,584000,2260,active
P0010354,S03645,CAT006,Erigo Men Fashion Item 10354,Erigo,2022-06-27,486000,397000,245000,1794,active
P0010355,S01304,CAT013,Somethinc Hair Care Item 10355,Somethinc,2022-02-15,226000,167000,116000,808,active
P0010356,S00693,CAT013,Emina Hair Care Item 10356,Emina,2026-01-12,27000,22000,15000,1645,active
P0010357,S03164,CAT029,Gramedia Books Item 10357,Gramedia,2024-07-21,63000,53000,35000,1162,active
P0010358,S03081,CAT008,Executive Bags Item 10358,Executive,2024-06-02,980000,749000,591000,932,active
P0010359,S03897,CAT006,Erigo Men Fashion Item 10359,Erigo,2022-04-10,58000,52000,38000,609,active
P0010360,S02529,CAT009,Nevada Muslim Fashion Item 10360,Nevada,2024-11-21,125000,104000,61000,691,inactive
P0010361,S02287,CAT010,Skintific Skincare Item 10361,Skintific,2023-03-15,124000,119000,98000,1637,active
P0010362,S02519,CAT006,Berrybenka Men Fashion Item 10362,Berrybenka,2025-03-28,111000,104000,78000,1105,active
P0010363,S03322,CAT018,No Brand Baby Clothes Item 10363,No Brand,2023-02-20,220000,201000,134000,2397,active
P0010364,S01098,CAT009,CottonInk Muslim Fashion Item 10364,CottonInk,2023-08-02,96000,76000,44000,328,active
P0010365,S03765,CAT020,No Brand Baby Food Item 10365,No Brand,2024-11-11,87000,76000,51000,767,active
P0010366,S00414,CAT009,Executive Muslim Fashion Item 10366,Executive,2025-09-12,170000,138000,94000,1155,active
P0010367,S00174,CAT029,Joyko Books Item 10367,Joyko,2024-03-27,76000,76000,45000,2373,active
P0010368,S01441,CAT018,Cussons Baby Clothes Item 10368,Cussons,2025-06-22,99000,92000,70000,1155,active
P0010369,S03598,CAT017,Oxone Cleaning Tools Item 10369,Oxone,2024-04-05,211000,175000,104000,1258,inactive
P0010370,S00906,CAT003,Acer Home Appliances Item 10370,Acer,2024-05-31,221000,194000,158000,1081,active
P0010371,S02853,CAT023,Wings Household Supplies Item 10371,Wings,2026-04-11,65000,58000,41000,130,active
P0010372,S03786,CAT010,Emina Skincare Item 10372,Emina,2022-09-05,445000,373000,310000,2478,active
P0010373,S00245,CAT011,Emina Makeup Item 10373,Emina,2025-09-30,760000,696000,395000,1238,active
P0010374,S02021,CAT001,Lenovo Smartphones Item 10374,Lenovo,2024-07-23,3712000,3137000,2111000,1661,active
P0010375,S01014,CAT012,Scarlett Fragrance Item 10375,Scarlett,2023-10-04,269000,206000,138000,1409,active
P0010376,S02916,CAT008,LocalMode Bags Item 10376,LocalMode,2024-04-17,645000,568000,360000,833,active
P0010377,S02362,CAT022,Ultra Beverages Item 10377,Ultra,2023-05-12,38000,28000,17000,89,active
P0010378,S03684,CAT022,Ultra Beverages Item 10378,Ultra,2025-06-17,21000,18000,11000,1591,active
P0010379,S00699,CAT013,Azarine Hair Care Item 10379,Azarine,2022-12-09,95000,81000,50000,998,active
P0010380,S02540,CAT004,Xiaomi Computers & Laptops Item 10380,Xiaomi,2024-09-27,19089000,16538000,9768000,2178,active
P0010381,S00824,CAT030,Gramedia Office Supplies Item 10381,Gramedia,2024-01-21,29000,25000,17000,727,active
P0010382,S00989,CAT009,Executive Muslim Fashion Item 10382,Executive,2026-04-14,99000,98000,80000,245,active
P0010383,S01641,CAT005,Berrybenka Women Fashion Item 10383,Berrybenka,2025-12-02,174000,155000,89000,718,active
P0010384,S01816,CAT021,Indomie Snacks Item 10384,Indomie,2025-03-26,12000,10000,5000,554,active
P0010385,S02148,CAT010,Azarine Skincare Item 10385,Azarine,2026-01-03,47000,36000,24000,1983,active
P0010386,S01173,CAT007,No Brand Shoes Item 10386,No Brand,2023-01-17,332000,248000,160000,142,active
P0010387,S03811,CAT012,Maybelline Fragrance Item 10387,Maybelline,2025-11-08,1566000,1238000,948000,2079,active
P0010388,S02231,CAT006,Erigo Men Fashion Item 10388,Erigo,2024-01-26,144000,142000,89000,184,active
P0010389,S03378,CAT016,Dekoruma Home Decor Item 10389,Dekoruma,2025-03-31,37000,34000,24000,1528,active
P0010390,S01818,CAT004,Anker Computers & Laptops Item 10390,Anker,2022-01-02,20327000,17059000,9988000,1630,active
P0010391,S00131,CAT013,Somethinc Hair Care Item 10391,Somethinc,2023-03-30,247000,204000,163000,785,active
P0010392,S01157,CAT006,Erigo Men Fashion Item 10392,Erigo,2025-04-10,551000,516000,310000,781,active
P0010393,S00054,CAT002,Asus Gadget Accessories Item 10393,Asus,2025-05-23,604000,443000,315000,1341,active
P0010394,S01913,CAT022,Sari Roti Beverages Item 10394,Sari Roti,2024-04-06,14000,11000,6000,217,active
P0010395,S02840,CAT030,No Brand Office Supplies Item 10395,No Brand,2024-07-26,42000,40000,22000,1739,active
P0010396,S01137,CAT025,Eiger Fitness Item 10396,Eiger,2024-11-10,327000,236000,145000,742,active
P0010397,S02423,CAT021,Wings Snacks Item 10397,Wings,2023-02-20,182000,134000,80000,2149,active
P0010398,S03840,CAT003,Xiaomi Home Appliances Item 10398,Xiaomi,2024-04-10,553000,464000,343000,800,active
P0010399,S03726,CAT015,Dekoruma Furniture Item 10399,Dekoruma,2026-01-12,6815000,4935000,3594000,2022,delisted
P0010400,S00608,CAT012,Emina Fragrance Item 10400,Emina,2025-12-05,176000,173000,131000,2341,active
P0010401,S02900,CAT011,Skintific Makeup Item 10401,Skintific,2024-07-05,83000,66000,36000,962,active
P0010402,S03731,CAT010,Maybelline Skincare Item 10402,Maybelline,2023-06-30,27000,27000,18000,178,active
P0010403,S00261,CAT011,Maybelline Makeup Item 10403,Maybelline,2022-06-08,76000,72000,51000,402,active
P0010404,S01083,CAT015,Ace Furniture Item 10404,Ace,2025-10-26,323000,241000,137000,1745,active
P0010405,S02486,CAT006,Executive Men Fashion Item 10405,Executive,2022-01-22,373000,267000,206000,6,active
P0010406,S00412,CAT017,Dekoruma Cleaning Tools Item 10406,Dekoruma,2023-08-21,53000,45000,33000,775,inactive
P0010407,S01370,CAT001,Acer Smartphones Item 10407,Acer,2022-01-31,3071000,2858000,1854000,1622,inactive
P0010408,S00662,CAT020,Cussons Baby Food Item 10408,Cussons,2024-02-09,68000,59000,30000,1382,active
P0010409,S01943,CAT012,Avoskin Fragrance Item 10409,Avoskin,2026-02-18,1481000,1389000,819000,776,active
P0010410,S02274,CAT005,Berrybenka Women Fashion Item 10410,Berrybenka,2022-07-23,58000,43000,29000,1431,active
P0010411,S00168,CAT006,LocalMode Men Fashion Item 10411,LocalMode,2024-10-29,144000,132000,83000,532,active
P0010412,S02885,CAT028,Bosch Car Accessories Item 10412,Bosch,2026-03-06,42000,42000,28000,1022,active
P0010413,S02014,CAT008,CottonInk Bags Item 10413,CottonInk,2026-01-26,1258000,973000,797000,524,active
P0010414,S02765,CAT024,Indomie Fresh Food Item 10414,Indomie,2022-10-16,162000,132000,97000,585,active
P0010415,S00382,CAT013,Emina Hair Care Item 10415,Emina,2024-10-28,96000,78000,41000,1245,delisted
P0010416,S00652,CAT011,Wardah Makeup Item 10416,Wardah,2024-04-12,775000,618000,489000,793,active
P0010417,S00079,CAT013,Skintific Hair Care Item 10417,Skintific,2025-06-08,366000,297000,219000,788,active
P0010418,S02527,CAT024,Unilever Fresh Food Item 10418,Unilever,2022-03-22,94000,91000,69000,1393,active
P0010419,S01157,CAT005,Nevada Women Fashion Item 10419,Nevada,2022-01-15,50000,45000,23000,761,active
P0010420,S00009,CAT005,Executive Women Fashion Item 10420,Executive,2022-07-03,79000,61000,40000,1368,inactive
P0010421,S02829,CAT032,Hot Wheels Gaming Accessories Item 10421,Hot Wheels,2023-04-18,224000,163000,124000,1385,active
P0010422,S00365,CAT001,Xiaomi Smartphones Item 10422,Xiaomi,2022-07-28,2948000,2430000,1580000,1014,active
P0010423,S00377,CAT010,Scarlett Skincare Item 10423,Scarlett,2025-09-03,122000,95000,72000,924,active
P0010424,S01486,CAT003,Anker Home Appliances Item 10424,Anker,2025-07-25,2172000,1680000,936000,580,active
P0010425,S02461,CAT015,Dekoruma Furniture Item 10425,Dekoruma,2023-06-07,280000,247000,192000,1992,active
P0010426,S00103,CAT003,Anker Home Appliances Item 10426,Anker,2024-08-16,5595000,4681000,3141000,2071,active
P0010427,S01146,CAT006,Berrybenka Men Fashion Item 10427,Berrybenka,2025-01-04,613000,489000,393000,1560,active
P0010428,S03571,CAT017,Oxone Cleaning Tools Item 10428,Oxone,2024-09-28,18000,18000,12000,854,active
P0010429,S02643,CAT009,LocalMode Muslim Fashion Item 10429,LocalMode,2024-12-16,630000,598000,359000,328,active
P0010430,S01680,CAT019,Sweety Diapers Item 10430,Sweety,2024-03-29,172000,128000,92000,913,active
P0010431,S00102,CAT004,Asus Computers & Laptops Item 10431,Asus,2024-10-14,13236000,10210000,6586000,2287,active
P0010432,S02767,CAT010,Avoskin Skincare Item 10432,Avoskin,2024-05-15,52000,44000,25000,725,active
P0010433,S03776,CAT021,ABC Snacks Item 10433,ABC,2025-06-22,49000,42000,22000,1724,active
P0010434,S01504,CAT004,Samsung Computers & Laptops Item 10434,Samsung,2026-02-12,20144000,17829000,10577000,431,active
P0010435,S03763,CAT017,Tupperware Cleaning Tools Item 10435,Tupperware,2024-11-06,144000,108000,81000,87,active
P0010436,S02578,CAT010,Azarine Skincare Item 10436,Azarine,2023-08-17,580000,504000,264000,2034,active
P0010437,S03627,CAT008,Nevada Bags Item 10437,Nevada,2023-02-11,240000,211000,152000,1121,active
P0010438,S01903,CAT017,IKEA Cleaning Tools Item 10438,IKEA,2024-09-08,234000,171000,135000,1711,active
P0010439,S00758,CAT026,Eiger Outdoor Item 10439,Eiger,2024-08-31,254000,207000,125000,1082,active
P0010440,S02012,CAT016,Oxone Home Decor Item 10440,Oxone,2025-05-02,1809000,1612000,1288000,564,active
P0010441,S03600,CAT008,This Is April Bags Item 10441,This Is April,2026-02-05,178000,131000,88000,1817,active
P0010442,S00565,CAT027,Bosch Motorcycle Accessories Item 10442,Bosch,2022-11-15,50000,46000,38000,1088,active
P0010443,S02746,CAT012,Maybelline Fragrance Item 10443,Maybelline,2024-09-22,2622000,1907000,1088000,2145,active
P0010444,S01709,CAT027,Aspira Motorcycle Accessories Item 10444,Aspira,2024-07-31,110000,103000,55000,1846,active
P0010445,S01318,CAT026,Specs Outdoor Item 10445,Specs,2024-08-20,1730000,1462000,1207000,137,active
P0010446,S01026,CAT015,Dekoruma Furniture Item 10446,Dekoruma,2024-11-30,5857000,5189000,3059000,898,active
P0010447,S00785,CAT010,Skintific Skincare Item 10447,Skintific,2023-03-08,339000,291000,207000,1173,active
P0010448,S02701,CAT002,Samsung Gadget Accessories Item 10448,Samsung,2025-09-20,94000,76000,45000,973,active
P0010449,S00558,CAT027,Bosch Motorcycle Accessories Item 10449,Bosch,2024-03-01,327000,280000,163000,1933,active
P0010450,S01136,CAT001,Logitech Smartphones Item 10450,Logitech,2023-06-25,11812000,8925000,6684000,1789,inactive
P0010451,S02946,CAT012,Wardah Fragrance Item 10451,Wardah,2024-10-14,984000,944000,715000,272,active
P0010452,S00979,CAT026,Nike Outdoor Item 10452,Nike,2026-03-16,86000,85000,64000,1523,active
P0010453,S00643,CAT015,No Brand Furniture Item 10453,No Brand,2025-03-01,294000,225000,151000,2414,active
P0010454,S02254,CAT017,Krisbow Cleaning Tools Item 10454,Krisbow,2023-03-16,545000,508000,324000,451,active
P0010455,S00079,CAT021,Ultra Snacks Item 10455,Ultra,2022-01-27,32000,29000,24000,479,active
P0010456,S02816,CAT009,LocalMode Muslim Fashion Item 10456,LocalMode,2022-11-10,75000,71000,50000,382,active
P0010457,S01704,CAT024,Sari Roti Fresh Food Item 10457,Sari Roti,2024-11-16,37000,33000,19000,1832,active
P0010458,S00812,CAT006,This Is April Men Fashion Item 10458,This Is April,2025-05-19,86000,77000,63000,1158,active
P0010459,S00197,CAT027,Bosch Motorcycle Accessories Item 10459,Bosch,2023-08-18,1926000,1666000,1296000,1283,active
P0010460,S00411,CAT023,Wings Household Supplies Item 10460,Wings,2023-11-11,28000,23000,18000,742,active
P0010461,S01823,CAT009,No Brand Muslim Fashion Item 10461,No Brand,2023-01-05,398000,322000,188000,2108,active
P0010462,S03413,CAT026,Specs Outdoor Item 10462,Specs,2025-06-04,1055000,929000,499000,1909,active
P0010463,S03696,CAT018,Sweety Baby Clothes Item 10463,Sweety,2022-09-09,191000,143000,100000,1919,active
P0010464,S02995,CAT021,Kapal Api Snacks Item 10464,Kapal Api,2022-11-18,49000,42000,27000,497,active
P0010465,S00840,CAT009,CottonInk Muslim Fashion Item 10465,CottonInk,2022-02-08,79000,64000,39000,2184,active
P0010466,S02886,CAT026,Eiger Outdoor Item 10466,Eiger,2022-05-03,3825000,3170000,1757000,2252,active
P0010467,S00577,CAT029,Faber Castell Books Item 10467,Faber Castell,2023-10-23,32000,29000,21000,427,inactive
P0010468,S01845,CAT009,Executive Muslim Fashion Item 10468,Executive,2026-03-10,684000,555000,411000,1400,active
P0010469,S01142,CAT005,Berrybenka Women Fashion Item 10469,Berrybenka,2025-01-17,68000,64000,47000,135,active
P0010470,S02182,CAT012,Avoskin Fragrance Item 10470,Avoskin,2025-04-13,144000,118000,66000,541,active
P0010471,S03794,CAT012,Skintific Fragrance Item 10471,Skintific,2023-12-08,71000,65000,54000,2214,active
P0010472,S01140,CAT008,Erigo Bags Item 10472,Erigo,2024-10-16,86000,65000,40000,649,active
P0010473,S03476,CAT025,Decathlon Fitness Item 10473,Decathlon,2025-01-14,70000,60000,42000,2187,active
P0010474,S02276,CAT008,Nevada Bags Item 10474,Nevada,2022-04-02,386000,332000,244000,827,active
P0010475,S01058,CAT028,Bosch Car Accessories Item 10475,Bosch,2024-11-17,1313000,939000,731000,427,active
P0010476,S00490,CAT011,Avoskin Makeup Item 10476,Avoskin,2023-02-21,37000,29000,17000,562,active
P0010477,S01141,CAT017,No Brand Cleaning Tools Item 10477,No Brand,2024-12-23,669000,527000,304000,1148,active
P0010478,S00697,CAT010,Azarine Skincare Item 10478,Azarine,2023-08-03,92000,73000,43000,2106,active
P0010479,S00073,CAT030,Bantex Office Supplies Item 10479,Bantex,2024-09-07,55000,50000,32000,203,active
P0010480,S03257,CAT007,LocalMode Shoes Item 10480,LocalMode,2022-12-07,420000,331000,198000,2198,active
P0010481,S00757,CAT012,Emina Fragrance Item 10481,Emina,2022-04-07,1683000,1246000,871000,1432,active
P0010482,S01180,CAT012,Wardah Fragrance Item 10482,Wardah,2026-02-26,137000,108000,87000,201,active
P0010483,S03874,CAT011,Scarlett Makeup Item 10483,Scarlett,2023-08-02,607000,492000,301000,641,active
P0010484,S02907,CAT022,Wings Beverages Item 10484,Wings,2022-02-13,9000,8000,6000,1360,active
P0010485,S00937,CAT013,Azarine Hair Care Item 10485,Azarine,2022-11-29,39000,39000,29000,1766,active
P0010486,S01603,CAT028,Aspira Car Accessories Item 10486,Aspira,2026-01-31,4057000,3465000,1809000,2438,active
P0010487,S01753,CAT001,Oppo Smartphones Item 10487,Oppo,2023-01-21,9743000,7297000,4076000,193,active
P0010488,S03183,CAT009,Nevada Muslim Fashion Item 10488,Nevada,2025-02-23,885000,695000,437000,1753,inactive
P0010489,S02259,CAT021,Ultra Snacks Item 10489,Ultra,2026-04-21,154000,129000,87000,982,active
P0010490,S01657,CAT027,No Brand Motorcycle Accessories Item 10490,No Brand,2025-08-06,1227000,1055000,616000,2004,active
P0010491,S02451,CAT018,Merries Baby Clothes Item 10491,Merries,2024-04-21,459000,388000,202000,2118,active
P0010492,S02813,CAT022,Sosro Beverages Item 10492,Sosro,2025-08-14,10000,8000,4000,844,inactive
P0010493,S02601,CAT019,Bebelac Diapers Item 10493,Bebelac,2023-05-21,114000,111000,75000,462,active
P0010494,S01771,CAT012,Scarlett Fragrance Item 10494,Scarlett,2022-07-08,559000,541000,289000,1784,active
P0010495,S00132,CAT004,Baseus Computers & Laptops Item 10495,Baseus,2025-07-03,21929000,19849000,11840000,2005,active
P0010496,S01660,CAT013,Avoskin Hair Care Item 10496,Avoskin,2024-03-29,147000,112000,88000,2282,active
P0010497,S02801,CAT029,Pilot Books Item 10497,Pilot,2026-03-24,94000,68000,43000,691,active
P0010498,S01211,CAT023,Kapal Api Household Supplies Item 10498,Kapal Api,2022-01-28,264000,217000,129000,246,active
P0010499,S01304,CAT020,Merries Baby Food Item 10499,Merries,2024-09-25,271000,200000,161000,60,active
P0010500,S01507,CAT010,Scarlett Skincare Item 10500,Scarlett,2024-11-24,278000,202000,149000,476,active
P0010501,S01640,CAT020,Bebelac Baby Food Item 10501,Bebelac,2025-08-13,56000,49000,34000,961,active
P0010502,S01319,CAT018,No Brand Baby Clothes Item 10502,No Brand,2022-04-29,499000,372000,311000,1550,active
P0010503,S00361,CAT004,Lenovo Computers & Laptops Item 10503,Lenovo,2024-01-02,22791000,21306000,14893000,436,active
P0010504,S02737,CAT021,Ultra Snacks Item 10504,Ultra,2022-06-28,59000,49000,37000,2155,active
P0010505,S00421,CAT008,This Is April Bags Item 10505,This Is April,2023-03-29,1155000,1147000,763000,1662,active
P0010506,S02504,CAT023,ABC Household Supplies Item 10506,ABC,2026-02-17,23000,17000,9000,324,active
P0010507,S02221,CAT016,Ace Home Decor Item 10507,Ace,2023-07-11,73000,71000,48000,130,active
P0010508,S02386,CAT021,Indomie Snacks Item 10508,Indomie,2022-11-19,29000,24000,12000,594,inactive
