seller_id,shop_name,join_date,seller_tier,city,province,is_official_store,commission_rate
S01135,Murah Center 1135,2024-06-30,New Seller,Jakarta Selatan,DKI Jakarta,False,0.0251
S01136,Mega Gallery 1136,2026-01-12,Gold,Semarang,Jawa Tengah,False,0.0577
S01137,Mega Fashion 1137,2021-01-07,New Seller,Tangerang,Banten,False,0.0378
S01138,Murah Depot 1138,2024-11-21,New Seller,Jakarta Utara,DKI Jakarta,False,0.0351
S01139,Mandiri Tech 1139,2025-12-17,Bronze,Medan,Sumatera Utara,False,0.0541
S01140,Amanah Supply 1140,2021-05-22,Silver,Bekasi,Jawa Barat,False,0.0477
S01141,Jaya Mart 1141,2025-08-08,Silver,Jakarta Utara,DKI Jakarta,False,0.0464
S01142,Digital Gallery 1142,2022-12-12,Gold,Sidoarjo,Jawa Timur,False,0.0587
S01143,Mega Store 1143,2022-07-11,New Seller,Tangerang Selatan,Banten,False,0.025
S01144,Digital Mart 1144,2021-05-04,New Seller,Tangerang,Banten,False,0.0445
S01145,Berkah House 1145,2022-06-17,Mall,Tangerang,Banten,True,0.0914
S01146,Official Fashion 1146,2023-09-26,Gold,Jakarta Barat,DKI Jakarta,False,0.0574
S01147,Global Mart 1147,2024-04-09,Gold,Tangerang,Banten,False,0.0665
S01148,Sinar Center 1148,2021-06-13,Bronze,Semarang,Jawa Tengah,False,0.0537
S01149,Makmur Shop 1149,2021-07-01,New Seller,Banjarmasin,Kalimantan Selatan,False,0.0434
S01150,Global Collection 1150,2024-11-14,Silver,Denpasar,Bali,False,0.0626
S01151,Berkah Gallery 1151,2025-02-20,New Seller,Jakarta Pusat,DKI Jakarta,False,0.0408
S01152,Global Shop 1152,2023-03-13,Silver,Tangerang,Banten,False,0.0648
S01153,Sentosa Mart 1153,2024-11-19,New Seller,Yogyakarta,DI Yogyakarta,False,0.0264
S01154,Cantik Beauty 1154,2022-05-12,Bronze,Tangerang Selatan,Banten,False,0.0534
S01155,Prima Depot 1155,2023-01-24,Silver,Tangerang,Banten,False,0.0614
S01156,Mega Tech 1156,2025-12-17,Silver,Solo,Jawa Tengah,False,0.0623
S01157,Cahaya Warehouse 1157,2026-04-01,Bronze,Solo,Jawa Tengah,False,0.0491
S01158,Prima Store 1158,2024-03-03,New Seller,Tangerang Selatan,Banten,False,0.0317
S01159,Digital Beauty 1159,2023-12-31,Silver,Surabaya,Jawa Timur,False,0.0505
S01160,Amanah Center 1160,2022-02-25,New Seller,Tangerang,Banten,False,0.0253
S01161,Makmur Center 1161,2022-08-18,Mall,Jakarta Selatan,DKI Jakarta,True,0.0742
S01162,Cahaya Gallery 1162,2023-07-12,Mall,Jakarta Timur,DKI Jakarta,True,0.076
S01163,Official Mart 1163,2025-08-14,Silver,Jakarta Pusat,DKI Jakarta,False,0.0634
S01164,Cahaya Collection 1164,2025-08-13,Silver,Tangerang Selatan,Banten,False,0.0633
S01165,Digital Beauty 1165,2021-05-15,Mall,Denpasar,Bali,True,0.0833
S01166,Amanah Fashion 1166,2026-01-04,Mall,Surabaya,Jawa Timur,True,0.0819
S01167,Murah Store 1167,2022-12-29,Bronze,Tangerang Selatan,Banten,False,0.0385
S01168,Nusantara Beauty 1168,2024-04-13,Gold,Depok,Jawa Barat,True,0.068
S01169,Amanah Center 1169,2024-08-06,Gold,Denpasar,Bali,False,0.0733
S01170,Prima Center 1170,2022-06-12,Silver,Cirebon,Jawa Barat,False,0.0499
S01171,Mandiri House 1171,2024-04-24,Silver,Cirebon,Jawa Barat,False,0.0578
S01172,Sinar Collection 1172,2023-04-12,Bronze,Jakarta Selatan,DKI Jakarta,True,0.0508
S01173,Murah Beauty 1173,2021-06-21,Gold,Surabaya,Jawa Timur,False,0.0658
S01174,Murah House 1174,2024-03-20,Silver,Jakarta Selatan,DKI Jakarta,False,0.0621
S01175,Official Store 1175,2026-02-28,Gold,Jakarta Selatan,DKI Jakarta,False,0.0591
S01176,Sentosa Supply 1176,2022-05-19,New Seller,Cirebon,Jawa Barat,False,0.037
S01177,Global Beauty 1177,2021-06-03,Silver,Jakarta Barat,DKI Jakarta,False,0.0486
S01178,Makmur Collection 1178,2021-06-04,New Seller,Tangerang Selatan,Banten,False,0.0437
S01179,Indo Shop 1179,2023-05-14,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0448
S01180,Sinar Store 1180,2022-02-16,Silver,Bandung,Jawa Barat,False,0.0619
S01181,Cantik Shop 1181,2022-04-28,Bronze,Semarang,Jawa Tengah,False,0.0513
S01182,Berkah Gallery 1182,2023-05-30,Gold,Pekanbaru,Riau,False,0.0696
S01183,Digital Center 1183,2024-02-22,Bronze,Jakarta Selatan,DKI Jakarta,True,0.042
S01184,Makmur Tech 1184,2024-01-20,Silver,Bogor,Jawa Barat,False,0.0477
S01185,Berkah Shop 1185,2025-02-15,Gold,Cirebon,Jawa Barat,False,0.0606
S01186,Jaya House 1186,2024-02-14,New Seller,Jakarta Timur,DKI Jakarta,False,0.0278
S01187,Nusantara Mart 1187,2021-05-03,New Seller,Jakarta Selatan,DKI Jakarta,False,0.0434
S01188,Mega Depot 1188,2022-01-06,Silver,Tangerang,Banten,False,0.0462
S01189,Indo Depot 1189,2023-01-03,Silver,Bekasi,Jawa Barat,False,0.0645
S01190,Digital Shop 1190,2024-09-12,Silver,Bandung,Jawa Barat,False,0.0535
S01191,Global House 1191,2024-01-16,New Seller,Bekasi,Jawa Barat,False,0.0328
S01192,Indo House 1192,2023-03-05,Bronze,Tangerang Selatan,Banten,False,0.0467
S01193,Cahaya Mart 1193,2025-10-31,Mall,Jakarta Selatan,DKI Jakarta,True,0.0705
S01194,Mega Center 1194,2022-08-07,Bronze,Jakarta Timur,DKI Jakarta,False,0.0409
S01195,Global Depot 1195,2024-07-03,Bronze,Jakarta Barat,DKI Jakarta,False,0.0425
S01196,Sinar Shop 1196,2023-12-27,Bronze,Solo,Jawa Tengah,False,0.0438
S01197,Sentosa Tech 1197,2021-12-13,Gold,Surabaya,Jawa Timur,True,0.0564
S01198,Mandiri Gallery 1198,2025-05-02,Bronze,Malang,Jawa Timur,False,0.04
S01199,Murah Fashion 1199,2023-07-31,Silver,Medan,Sumatera Utara,False,0.0453
S01200,Official Tech 1200,2025-01-31,New Seller,Jakarta Pusat,DKI Jakarta,False,0.0311
S01201,Makmur Shop 1201,2022-11-16,Bronze,Bandung,Jawa Barat,False,0.0409
S01202,Jaya Warehouse 1202,2023-11-07,Silver,Bandung,Jawa Barat,False,0.0571
S01203,Digital Warehouse 1203,2026-04-08,Bronze,Surabaya,Jawa Timur,False,0.0362
S01204,Sinar Collection 1204,2024-05-02,Silver,Semarang,Jawa Tengah,False,0.0488
S01205,Mega Collection 1205,2021-01-31,Silver,Depok,Jawa Barat,False,0.0609
S01206,Jaya Warehouse 1206,2023-12-20,Bronze,Tangerang Selatan,Banten,False,0.0454
S01207,Cantik Shop 1207,2024-12-26,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0381
S01208,Official Gallery 1208,2021-12-07,Silver,Jakarta Selatan,DKI Jakarta,False,0.0612
S01209,Digital Depot 1209,2025-08-19,Gold,Bogor,Jawa Barat,False,0.0714
S01210,Indo House 1210,2022-08-14,Silver,Jakarta Pusat,DKI Jakarta,False,0.054
S01211,Mandiri Collection 1211,2023-05-05,Silver,Makassar,Sulawesi Selatan,False,0.0544
S01212,Murah Center 1212,2026-04-02,Silver,Jakarta Selatan,DKI Jakarta,True,0.0512
S01213,Sentosa Warehouse 1213,2026-01-30,Silver,Bandung,Jawa Barat,False,0.0649
S01214,Mandiri Warehouse 1214,2022-01-13,Bronze,Tangerang,Banten,False,0.0456
S01215,Mega Tech 1215,2021-09-08,Bronze,Bekasi,Jawa Barat,False,0.0386
S01216,Official Gallery 1216,2022-12-12,Bronze,Jakarta Barat,DKI Jakarta,False,0.0498
S01217,Prima Store 1217,2025-08-03,Mall,Jakarta Barat,DKI Jakarta,True,0.084
S01218,Prima Supply 1218,2023-07-08,Bronze,Tangerang,Banten,False,0.0375
S01219,Jaya Supply 1219,2022-07-14,New Seller,Solo,Jawa Tengah,False,0.0343
S01220,Cantik Depot 1220,2024-02-08,Silver,Jakarta Barat,DKI Jakarta,False,0.0621
S01221,Prima Depot 1221,2024-02-12,New Seller,Jakarta Barat,DKI Jakarta,False,0.0407
S01222,Digital Mart 1222,2023-02-21,New Seller,Bandung,Jawa Barat,False,0.0349
S01223,Sinar Shop 1223,2023-05-20,New Seller,Surabaya,Jawa Timur,False,0.035
S01224,Cahaya Fashion 1224,2025-04-10,Bronze,Denpasar,Bali,False,0.0396
S01225,Global Store 1225,2023-02-24,New Seller,Jakarta Timur,DKI Jakarta,False,0.0305
S01226,Nusantara House 1226,2022-08-24,Gold,Tangerang,Banten,False,0.0662
S01227,Jaya Mart 1227,2024-12-10,New Seller,Denpasar,Bali,False,0.0332
S01228,Jaya Supply 1228,2025-05-04,Silver,Jakarta Utara,DKI Jakarta,False,0.0548
S01229,Global Shop 1229,2023-12-19,Silver,Jakarta Timur,DKI Jakarta,False,0.047
S01230,Global Gallery 1230,2021-08-08,Mall,Yogyakarta,DI Yogyakarta,True,0.0729
S01231,Amanah Fashion 1231,2023-12-05,Gold,Semarang,Jawa Tengah,False,0.0709
S01232,Berkah Beauty 1232,2022-09-22,New Seller,Jakarta Utara,DKI Jakarta,False,0.03
S01233,Nusantara Beauty 1233,2021-10-22,Bronze,Bandung,Jawa Barat,False,0.053
S01234,Mega Center 1234,2022-09-24,Bronze,Surabaya,Jawa Timur,False,0.0371
S01235,Prima Mart 1235,2023-12-05,New Seller,Jakarta Selatan,DKI Jakarta,False,0.0283
S01236,Sinar Shop 1236,2024-02-27,Bronze,Bandung,Jawa Barat,False,0.035
S01237,Global Mart 1237,2021-07-10,Bronze,Bandung,Jawa Barat,False,0.05
S01238,Jaya House 1238,2021-11-09,Bronze,Jakarta Timur,DKI Jakarta,False,0.0358
S01239,Cantik Center 1239,2021-06-09,Silver,Jakarta Utara,DKI Jakarta,False,0.0473
S01240,Cantik Collection 1240,2022-01-21,New Seller,Bekasi,Jawa Barat,False,0.0371
S01241,Mandiri Mart 1241,2025-08-20,Bronze,Jakarta Utara,DKI Jakarta,False,0.0404
S01242,Berkah Store 1242,2024-01-02,New Seller,Jakarta Utara,DKI Jakarta,False,0.0336
S01243,Indo Center 1243,2025-08-31,Gold,Bekasi,Jawa Barat,False,0.0662
S01244,Berkah Store 1244,2024-12-17,Gold,Jakarta Pusat,DKI Jakarta,False,0.0622
S01245,Sentosa Tech 1245,2023-01-11,Silver,Bekasi,Jawa Barat,True,0.0601
S01246,Indo Gallery 1246,2024-05-20,New Seller,Bekasi,Jawa Barat,False,0.0281
S01247,Berkah Depot 1247,2023-01-12,Silver,Denpasar,Bali,True,0.0643
S01248,Makmur House 1248,2023-01-13,Mall,Sidoarjo,Jawa Timur,True,0.0751
S01249,Jaya Depot 1249,2021-11-22,Bronze,Jakarta Barat,DKI Jakarta,False,0.0364
S01250,Jaya Depot 1250,2021-06-07,Bronze,Bekasi,Jawa Barat,False,0.0417
S01251,Cantik Supply 1251,2026-02-20,Silver,Bekasi,Jawa Barat,False,0.0589
S01252,Sinar Fashion 1252,2025-11-05,Gold,Bogor,Jawa Barat,False,0.0684
S01253,Berkah Beauty 1253,2024-11-03,New Seller,Jakarta Timur,DKI Jakarta,False,0.0372
S01254,Amanah House 1254,2024-07-13,Silver,Tangerang Selatan,Banten,False,0.0577
S01255,Jaya Gallery 1255,2022-05-02,Gold,Tangerang Selatan,Banten,False,0.058
S01256,Nusantara Gallery 1256,2021-07-05,New Seller,Jakarta Barat,DKI Jakarta,False,0.0281
S01257,Indo Warehouse 1257,2022-09-16,Silver,Sidoarjo,Jawa Timur,True,0.0575
S01258,Sinar Store 1258,2021-06-30,Bronze,Jakarta Barat,DKI Jakarta,False,0.0351
S01259,Sentosa Depot 1259,2026-02-26,Gold,Jakarta Selatan,DKI Jakarta,False,0.0596
S01260,Murah Warehouse 1260,2023-10-06,Silver,Bandung,Jawa Barat,False,0.049
S01261,Amanah Store 1261,2024-07-13,Silver,Jakarta Timur,DKI Jakarta,False,0.0556
S01262,Prima Tech 1262,2024-08-05,Silver,Medan,Sumatera Utara,False,0.0497
S01263,Prima Mart 1263,2022-12-19,New Seller,Jakarta Pusat,DKI Jakarta,False,0.0251
S01264,Cahaya Center 1264,2024-10-07,Bronze,Tangerang,Banten,True,0.0388
S01265,Prima Store 1265,2024-01-18,New Seller,Tangerang Selatan,Banten,False,0.0325
S01266,Sentosa Tech 1266,2025-01-02,Gold,Bekasi,Jawa Barat,False,0.0665
S01267,Cahaya Center 1267,2022-03-14,Bronze,Semarang,Jawa Tengah,True,0.0384
S01268,Amanah Shop 1268,2025-07-14,Silver,Tangerang,Banten,False,0.0455
S01269,Amanah Center 1269,2024-01-18,New Seller,Palembang,Sumatera Selatan,False,0.0421
S01270,Global Mart 1270,2025-04-04,New Seller,Bekasi,Jawa Barat,False,0.0409
S01271,Prima Depot 1271,2022-06-08,Bronze,Tangerang Selatan,Banten,False,0.0436
S01272,Sinar Tech 1272,2024-02-23,New Seller,Semarang,Jawa Tengah,False,0.0337
S01273,Jaya Depot 1273,2024-07-14,Silver,Bekasi,Jawa Barat,False,0.0491
S01274,Berkah Store 1274,2022-11-11,Gold,Jakarta Selatan,DKI Jakarta,False,0.0601
S01275,Mandiri House 1275,2021-10-03,Silver,Serang,Banten,False,0.048
S01276,Prima Fashion 1276,2023-11-02,Silver,Jakarta Barat,DKI Jakarta,False,0.0577
S01277,Berkah Shop 1277,2022-05-09,Mall,Tangerang Selatan,Banten,True,0.0852
S01278,Berkah Tech 1278,2022-04-21,Mall,Jakarta Barat,DKI Jakarta,True,0.0804
S01279,Amanah Collection 1279,2024-12-30,New Seller,Jakarta Barat,DKI Jakarta,False,0.0345
S01280,Indo Beauty 1280,2024-02-14,Silver,Jakarta Utara,DKI Jakarta,False,0.061
S01281,Sentosa Store 1281,2021-12-01,Mall,Jakarta Selatan,DKI Jakarta,True,0.0708
S01282,Mega Warehouse 1282,2022-07-10,Bronze,Jakarta Pusat,DKI Jakarta,False,0.0546
S01283,Cahaya Tech 1283,2023-03-16,Bronze,Tangerang,Banten,False,0.0363
S01284,Makmur House 1284,2025-12-10,New Seller,Surabaya,Jawa Timur,False,0.0364
S01285,Makmur Center 1285,2024-09-12,New Seller,Tangerang,Banten,False,0.0384
S01286,Berkah Fashion 1286,2025-09-16,New Seller,Bekasi,Jawa Barat,False,0.0396
S01287,Makmur Supply 1287,2025-09-19,New Seller,Bandung,Jawa Barat,False,0.0328
S01288,Official Tech 1288,2023-04-02,Bronze,Jakarta Selatan,DKI Jakarta,False,0.038
S01289,Amanah Shop 1289,2024-12-25,New Seller,Surabaya,Jawa Timur,False,0.0395
S01290,Makmur Shop 1290,2025-03-01,Gold,Jakarta Timur,DKI Jakarta,False,0.0739
S01291,Global Tech 1291,2021-08-07,Silver,Jakarta Selatan,DKI Jakarta,True,0.0511
S01292,Sentosa Warehouse 1292,2021-03-18,Gold,Bandung,Jawa Barat,False,0.0696
S01293,Mandiri Tech 1293,2024-02-26,Bronze,Tangerang Selatan,Banten,False,0.0489
S01294,Jaya Beauty 1294,2022-03-05,New Seller,Pekanbaru,Riau,False,0.0295
S01295,Nusantara Warehouse 1295,2022-09-06,Silver,Medan,Sumatera Utara,False,0.0639
S01296,Amanah Mart 1296,2023-11-29,New Seller,Medan,Sumatera Utara,False,0.0301
S01297,Murah Beauty 1297,2022-03-05,Mall,Cirebon,Jawa Barat,True,0.0905
S01298,Berkah Shop 1298,2021-03-15,New Seller,Jakarta Barat,DKI Jakarta,False,0.0321
S01299,Berkah Gallery 1299,2026-03-20,Gold,Jakarta Utara,DKI Jakarta,False,0.0703
S01300,Murah Tech 1300,2021-01-24,Bronze,Serang,Banten,False,0.0507
S01301,Prima Collection 1301,2025-03-19,Mall,Jakarta Timur,DKI Jakarta,True,0.083
S01302,Sinar Center 1302,2023-04-13,Silver,Bandung,Jawa Barat,False,0.0503
S01303,Amanah Center 1303,2023-08-25,Gold,Bekasi,Jawa Barat,False,0.0709
S01304,Official Store 1304,2023-05-28,Silver,Jakarta Barat,DKI Jakarta,False,0.0631
S01305,Berkah Gallery 1305,2021-07-01,Bronze,Bandung,Jawa Barat,False,0.05
S01306,Amanah Gallery 1306,2021-04-22,Mall,Jakarta Barat,DKI Jakarta,True,0.0886
S01307,Cahaya Center 1307,2023-01-31,Bronze,Jakarta Barat,DKI Jakarta,False,0.0441
S01308,Sinar Warehouse 1308,2024-11-05,New Seller,Semarang,Jawa Tengah,False,0.0295
S01309,Prima Shop 1309,2022-12-15,Bronze,Bandung,Jawa Barat,False,0.035
S01310,Global Center 1310,2021-01-20,Bronze,Jakarta Timur,DKI Jakarta,False,0.0368
S01311,Prima Fashion 1311,2021-07-13,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0475
S01312,Cantik Supply 1312,2024-03-20,Gold,Jakarta Timur,DKI Jakarta,False,0.0697
S01313,Nusantara Collection 1313,2021-05-06,New Seller,Bogor,Jawa Barat,False,0.0278
S01314,Makmur Depot 1314,2021-05-13,New Seller,Makassar,Sulawesi Selatan,False,0.0256
S01315,Mega Depot 1315,2024-03-20,Gold,Jakarta Barat,DKI Jakarta,False,0.069
S01316,Jaya Collection 1316,2021-07-02,New Seller,Surabaya,Jawa Timur,False,0.0297
S01317,Murah Shop 1317,2023-04-17,Gold,Medan,Sumatera Utara,False,0.0614
S01318,Official Warehouse 1318,2022-07-25,Bronze,Jakarta Timur,DKI Jakarta,False,0.0357
S01319,Sentosa Supply 1319,2022-02-04,Bronze,Jakarta Pusat,DKI Jakarta,False,0.0447
S01320,Berkah Shop 1320,2025-06-29,Silver,Semarang,Jawa Tengah,False,0.0499
S01321,Makmur Tech 1321,2025-10-01,Mall,Medan,Sumatera Utara,True,0.0837
S01322,Makmur Gallery 1322,2026-04-17,Gold,Jakarta Barat,DKI Jakarta,False,0.0572
S01323,Official Store 1323,2025-09-18,New Seller,Depok,Jawa Barat,False,0.0311
S01324,Jaya Store 1324,2024-10-02,Bronze,Jakarta Pusat,DKI Jakarta,False,0.0467
S01325,Amanah Fashion 1325,2023-10-13,Silver,Tangerang Selatan,Banten,False,0.0612
S01326,Official Store 1326,2022-11-12,Gold,Bandung,Jawa Barat,False,0.0655
S01327,Makmur Warehouse 1327,2025-11-08,Silver,Jakarta Pusat,DKI Jakarta,False,0.0641
S01328,Digital House 1328,2026-02-14,Mall,Jakarta Selatan,DKI Jakarta,True,0.0794
S01329,Berkah Gallery 1329,2022-08-22,New Seller,Semarang,Jawa Tengah,False,0.0279
S01330,Sentosa Depot 1330,2021-09-25,New Seller,Jakarta Utara,DKI Jakarta,False,0.0325
S01331,Murah Depot 1331,2026-01-15,Mall,Semarang,Jawa Tengah,True,0.074
S01332,Cahaya House 1332,2026-03-29,Gold,Tangerang Selatan,Banten,False,0.0596
S01333,Indo Collection 1333,2021-01-02,Bronze,Solo,Jawa Tengah,False,0.0429
S01334,Digital Center 1334,2023-10-13,New Seller,Bandung,Jawa Barat,False,0.03
S01335,Cahaya Center 1335,2024-05-09,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0369
S01336,Cantik Depot 1336,2024-08-30,Gold,Makassar,Sulawesi Selatan,False,0.0614
S01337,Cantik Gallery 1337,2024-11-17,Gold,Jakarta Pusat,DKI Jakarta,False,0.055
S01338,Prima Shop 1338,2025-11-07,Silver,Pekanbaru,Riau,False,0.0578
S01339,Prima Supply 1339,2025-11-28,Silver,Makassar,Sulawesi Selatan,False,0.0466
S01340,Sinar Gallery 1340,2023-06-14,Mall,Medan,Sumatera Utara,True,0.08
S01341,Global Depot 1341,2021-06-25,New Seller,Semarang,Jawa Tengah,False,0.0423
S01342,Berkah Center 1342,2024-01-16,Bronze,Serang,Banten,False,0.0458
S01343,Global Gallery 1343,2021-09-14,Bronze,Jakarta Utara,DKI Jakarta,False,0.037
S01344,Amanah Collection 1344,2024-03-05,New Seller,Tangerang,Banten,False,0.0254
S01345,Mandiri Supply 1345,2023-12-31,Bronze,Malang,Jawa Timur,False,0.0537
S01346,Mandiri House 1346,2026-02-28,Bronze,Tangerang Selatan,Banten,False,0.0502
S01347,Amanah Fashion 1347,2023-06-18,Gold,Surabaya,Jawa Timur,False,0.0722
S01348,Official Shop 1348,2021-03-21,Gold,Bekasi,Jawa Barat,False,0.0646
S01349,Prima Shop 1349,2023-06-28,Gold,Jakarta Timur,DKI Jakarta,True,0.0664
S01350,Amanah Fashion 1350,2022-10-30,Silver,Banjarmasin,Kalimantan Selatan,False,0.0608
S01351,Official Depot 1351,2023-03-15,New Seller,Bekasi,Jawa Barat,False,0.0373
S01352,Indo Tech 1352,2024-08-10,Silver,Jakarta Timur,DKI Jakarta,False,0.0456
S01353,Indo Store 1353,2023-09-20,Silver,Bekasi,Jawa Barat,False,0.0563
S01354,Nusantara Collection 1354,2025-03-16,Mall,Jakarta Barat,DKI Jakarta,True,0.0756
S01355,Murah Center 1355,2024-03-19,Gold,Pekanbaru,Riau,False,0.0597
S01356,Sentosa Supply 1356,2021-01-15,Silver,Malang,Jawa Timur,False,0.0639
S01357,Amanah Supply 1357,2025-04-21,Silver,Surabaya,Jawa Timur,False,0.0505
S01358,Digital House 1358,2025-09-30,Bronze,Solo,Jawa Tengah,False,0.0384
S01359,Official Tech 1359,2026-04-14,Bronze,Palembang,Sumatera Selatan,False,0.0504
S01360,Murah Collection 1360,2022-10-03,Mall,Jakarta Selatan,DKI Jakarta,True,0.0741
S01361,Amanah House 1361,2021-05-05,Bronze,Surabaya,Jawa Timur,False,0.0355
S01362,Amanah Supply 1362,2024-07-07,Bronze,Depok,Jawa Barat,False,0.0483
S01363,Indo Mart 1363,2023-03-14,New Seller,Depok,Jawa Barat,False,0.0386
S01364,Cantik Collection 1364,2022-02-12,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0365
S01365,Indo Supply 1365,2021-05-22,Silver,Bandung,Jawa Barat,False,0.0527
S01366,Global Shop 1366,2022-02-20,Bronze,Jakarta Barat,DKI Jakarta,False,0.0463
S01367,Prima Warehouse 1367,2026-01-31,Mall,Depok,Jawa Barat,True,0.0751
S01368,Global Supply 1368,2022-08-18,Bronze,Jakarta Barat,DKI Jakarta,False,0.0367
S01369,Jaya Center 1369,2023-05-25,Bronze,Tangerang Selatan,Banten,True,0.0377
S01370,Cahaya Collection 1370,2024-04-11,Gold,Surabaya,Jawa Timur,False,0.0665
S01371,Indo Supply 1371,2022-04-27,New Seller,Depok,Jawa Barat,False,0.043
S01372,Sinar Collection 1372,2022-11-20,Silver,Bandung,Jawa Barat,False,0.0527
S01373,Mandiri Store 1373,2025-10-20,Gold,Jakarta Barat,DKI Jakarta,False,0.0618
S01374,Nusantara Center 1374,2025-02-12,Gold,Jakarta Barat,DKI Jakarta,False,0.0673
S01375,Sinar House 1375,2023-11-26,Gold,Surabaya,Jawa Timur,False,0.0593
S01376,Cahaya Center 1376,2022-01-05,Silver,Tangerang Selatan,Banten,True,0.0455
S01377,Digital Gallery 1377,2024-10-08,Gold,Jakarta Barat,DKI Jakarta,False,0.0551
S01378,Jaya Tech 1378,2023-11-08,Mall,Jakarta Selatan,DKI Jakarta,True,0.0805
S01379,Indo Mart 1379,2023-05-03,New Seller,Semarang,Jawa Tengah,False,0.0329
S01380,Mandiri Gallery 1380,2025-06-06,New Seller,Jakarta Barat,DKI Jakarta,False,0.0366
S01381,Indo Store 1381,2021-04-16,Gold,Bekasi,Jawa Barat,False,0.0729
S01382,Digital Warehouse 1382,2021-10-30,New Seller,Serang,Banten,False,0.0321
S01383,Sentosa Store 1383,2022-08-25,Bronze,Jakarta Pusat,DKI Jakarta,False,0.0408
S01384,Cantik Collection 1384,2024-01-09,Bronze,Medan,Sumatera Utara,False,0.05
S01385,Digital Beauty 1385,2022-04-07,Bronze,Bekasi,Jawa Barat,False,0.0361
S01386,Official Depot 1386,2021-11-10,Silver,Tangerang,Banten,False,0.0574
S01387,Prima Supply 1387,2025-09-05,New Seller,Surabaya,Jawa Timur,False,0.0257
S01388,Prima Depot 1388,2023-06-22,Gold,Jakarta Selatan,DKI Jakarta,False,0.0552
S01389,Cahaya House 1389,2025-05-22,Bronze,Bekasi,Jawa Barat,False,0.0355
S01390,Amanah Gallery 1390,2021-04-25,Silver,Solo,Jawa Tengah,False,0.0492
S01391,Prima Fashion 1391,2022-06-16,New Seller,Jakarta Timur,DKI Jakarta,False,0.0255
S01392,Makmur Depot 1392,2024-11-30,Silver,Jakarta Utara,DKI Jakarta,False,0.0639
S01393,Global House 1393,2021-10-16,New Seller,Medan,Sumatera Utara,False,0.0401
S01394,Official Fashion 1394,2023-12-27,New Seller,Jakarta Selatan,DKI Jakarta,False,0.0264
S01395,Digital Depot 1395,2024-05-16,Gold,Bekasi,Jawa Barat,False,0.0665
S01396,Nusantara Fashion 1396,2025-03-17,Silver,Bandung,Jawa Barat,False,0.0547
S01397,Mandiri Center 1397,2021-08-29,Mall,Bekasi,Jawa Barat,True,0.0923
S01398,Digital Warehouse 1398,2025-07-29,Bronze,Jakarta Barat,DKI Jakarta,True,0.0364
S01399,Cahaya Shop 1399,2023-05-06,Silver,Jakarta Barat,DKI Jakarta,False,0.0548
S01400,Global Shop 1400,2024-02-05,New Seller,Bandung,Jawa Barat,False,0.0441
S01401,Makmur Collection 1401,2023-08-07,Silver,Jakarta Selatan,DKI Jakarta,False,0.0495
S01402,Sinar Tech 1402,2021-12-15,Silver,Semarang,Jawa Tengah,False,0.0646
S01403,Cahaya Mart 1403,2022-12-05,New Seller,Bekasi,Jawa Barat,False,0.0295
S01404,Makmur Beauty 1404,2023-01-18,Silver,Tangerang,Banten,False,0.0554
S01405,Cahaya Mart 1405,2024-10-18,New Seller,Solo,Jawa Tengah,False,0.0441
S01406,Mega House 1406,2025-09-23,New Seller,Tangerang Selatan,Banten,False,0.0355
S01407,Sentosa Depot 1407,2025-09-01,Silver,Medan,Sumatera Utara,False,0.0453
S01408,Indo Tech 1408,2023-05-26,Bronze,Jakarta Barat,DKI Jakarta,True,0.0393
S01409,Sentosa Center 1409,2025-08-23,Bronze,Bekasi,Jawa Barat,False,0.0399
S01410,Berkah Depot 1410,2022-03-03,Bronze,Tangerang Selatan,Banten,False,0.0352
S01411,Official Collection 1411,2024-11-18,Bronze,Tangerang,Banten,False,0.0508
S01412,Amanah Supply 1412,2024-12-24,Bronze,Jakarta Barat,DKI Jakarta,False,0.0489
S01413,Digital House 1413,2022-11-01,Silver,Surabaya,Jawa Timur,False,0.0586
S01414,Official Beauty 1414,2024-08-12,New Seller,Bandung,Jawa Barat,False,0.0273
S01415,Sentosa Center 1415,2022-10-11,Bronze,Jakarta Selatan,DKI Jakarta,False,0.0375
S01416,Berkah Shop 1416,2022-04-12,Gold,Yogyakarta,DI Yogyakarta,False,0.0643
S01417,Sinar Supply 1417,2022-10-09,Silver,Makassar,Sulawesi Selatan,False,0.0594
S01418,Mandiri Collection 1418,2021-02-23,Silver,Depok,Jawa Barat,False,0.0503
S01419,Sinar Supply 1419,2025-01-09,Gold,Jakarta Selatan,DKI Jakarta,False,0.0602
S01420,Berkah Collection 1420,2024-07-31,Mall,Sidoarjo,Jawa Timur,True,0.0825
S01421,Official Center 1421,2022-09-19,New Seller,Bekasi,Jawa Barat,False,0.0265
S01422,Makmur Fashion 1422,2024-10-01,Bronze,Surabaya,Jawa Timur,False,0.0507
S01423,Sinar Store 1423,2022-09-20,Bronze,Bogor,Jawa Barat,False,0.0374
S01424,Berkah Supply 1424,2023-01-13,Silver,Jakarta Barat,DKI Jakarta,False,0.0526
S01425,Makmur Tech 1425,2022-08-12,Silver,Palembang,Sumatera Selatan,False,0.0618
