refund_id,order_item_id,refund_datetime,refund_reason,refund_amount,refund_status
RFD00004957,OI000126681,2025-12-25 11:50:17,missing_item,70000,approved
RFD00004958,OI000126740,2025-06-19 11:30:42,damaged_item,13244320,approved
RFD00004959,OI000126815,2025-04-09 07:12:34,wrong_item,10200,rejected
RFD00004960,OI000126872,2025-06-30 11:13:38,fake_item,206400,pending
RFD00004961,OI000126873,2025-06-21 11:13:38,wrong_item,24755100,rejected
RFD00004962,OI000126874,2025-06-24 11:13:38,fake_item,732450,approved
RFD00004963,OI000126875,2025-06-21 11:13:38,damaged_item,93840,pending
RFD00004964,OI000126895,2026-02-01 09:28:07,not_as_described,3126450,approved
RFD00004965,OI000126901,2026-04-02 11:41:22,missing_item,842400,approved
RFD00004966,OI000126923,2025-12-13 18:11:34,not_as_described,126040,approved
RFD00004967,OI000126954,2026-01-04 21:19:34,late_delivery,203000,approved
RFD00004968,OI000127015,2026-02-12 21:14:01,damaged_item,1116000,approved
RFD00004969,OI000127026,2026-03-07 18:18:00,wrong_item,342000,approved
RFD00004970,OI000127053,2026-03-24 19:16:40,damaged_item,101920,rejected
RFD00004971,OI000127101,2026-04-06 19:56:00,damaged_item,553000,approved
RFD00004972,OI000127103,2025-06-01 10:01:14,damaged_item,281300,approved
RFD00004973,OI000127104,2025-05-31 10:01:14,missing_item,493920,approved
RFD00004974,OI000127105,2025-05-28 10:01:14,missing_item,2913880,approved
RFD00004975,OI000127123,2024-04-06 11:09:26,late_delivery,593000,approved
RFD00004976,OI000127124,2024-04-12 11:09:26,late_delivery,1340540,approved
RFD00004977,OI000127125,2024-04-07 11:09:26,wrong_item,1099980,approved
RFD00004978,OI000127126,2024-04-17 11:09:26,damaged_item,360000,approved
RFD00004979,OI000127128,2024-03-08 20:49:57,wrong_item,51300,approved
RFD00004980,OI000127162,2025-03-05 08:59:04,late_delivery,444800,approved
RFD00004981,OI000127196,2024-09-29 16:14:22,fake_item,309430,rejected
RFD00004982,OI000127231,2025-02-12 20:12:58,late_delivery,868300,approved
RFD00004983,OI000127232,2024-03-18 06:20:36,late_delivery,158000,approved
RFD00004984,OI000127246,2025-05-14 21:38:19,not_as_described,2075520,approved
RFD00004985,OI000127299,2024-11-15 14:06:41,fake_item,3789480,approved
RFD00004986,OI000127300,2024-11-10 14:06:41,fake_item,267540,approved
RFD00004987,OI000127356,2024-06-28 12:37:46,not_as_described,12004200,approved
RFD00004988,OI000127442,2026-05-22 07:43:24,wrong_item,718200,approved
RFD00004989,OI000127443,2026-05-23 07:43:24,late_delivery,269500,pending
RFD00004990,OI000127444,2026-02-11 21:31:45,late_delivery,223440,approved
RFD00004991,OI000127466,2025-11-01 23:14:47,fake_item,450000,rejected
RFD00004992,OI000127467,2025-11-15 23:14:47,fake_item,257000,approved
RFD00004993,OI000127576,2024-11-30 17:19:27,wrong_item,88000,approved
RFD00004994,OI000127577,2024-12-07 17:19:27,fake_item,51000,approved
RFD00004995,OI000127578,2024-11-29 17:19:27,fake_item,10793000,approved
RFD00004996,OI000127650,2026-01-07 19:42:12,late_delivery,223000,approved
RFD00004997,OI000127733,2025-12-13 23:40:32,missing_item,253650,approved
RFD00004998,OI000127734,2025-12-07 23:40:32,wrong_item,82400,approved
RFD00004999,OI000127755,2026-05-30 19:38:55,wrong_item,5036000,approved
RFD00005000,OI000127795,2026-02-08 12:44:43,late_delivery,219880,approved
RFD00005001,OI000127800,2025-08-07 19:34:47,wrong_item,162000,approved
RFD00005002,OI000127847,2025-07-10 12:18:06,damaged_item,383000,approved
RFD00005003,OI000127851,2024-07-06 22:27:09,missing_item,284050,pending
RFD00005004,OI000127861,2025-12-20 20:25:04,wrong_item,6513000,approved
RFD00005005,OI000127916,2024-12-25 19:56:29,wrong_item,49000,approved
RFD00005006,OI000127943,2025-09-30 17:07:56,damaged_item,230000,approved
RFD00005007,OI000127944,2025-10-02 17:07:56,not_as_described,80000,approved
RFD00005008,OI000128021,2024-05-11 04:40:04,late_delivery,124200,approved
RFD00005009,OI000128026,2024-12-01 11:08:29,wrong_item,366000,approved
RFD00005010,OI000128079,2024-11-26 14:07:46,late_delivery,427500,approved
RFD00005011,OI000128080,2025-10-07 11:53:48,late_delivery,87220,approved
RFD00005012,OI000128091,2024-04-13 01:10:26,fake_item,5613000,approved
RFD00005013,OI000128134,2025-02-24 18:22:34,wrong_item,106000,approved
RFD00005014,OI000128159,2026-02-14 15:10:47,not_as_described,61110,approved
RFD00005015,OI000128173,2025-04-26 12:42:42,late_delivery,36000,approved
RFD00005016,OI000128174,2025-05-04 12:42:42,missing_item,287120,rejected
RFD00005017,OI000128175,2025-04-25 12:42:42,damaged_item,58000,pending
RFD00005018,OI000128176,2025-04-23 12:42:42,missing_item,657000,approved
RFD00005019,OI000128183,2024-10-04 09:40:53,damaged_item,78570,approved
RFD00005020,OI000128235,2025-04-01 10:12:08,missing_item,87200,approved
RFD00005021,OI000128258,2025-10-10 15:40:38,wrong_item,68080,approved
RFD00005022,OI000128264,2026-05-27 17:32:22,not_as_described,658000,approved
RFD00005023,OI000128265,2026-05-22 17:32:22,fake_item,19000,pending
RFD00005024,OI000128310,2025-02-16 06:44:18,fake_item,43200,approved
RFD00005025,OI000128326,2024-04-07 12:07:38,wrong_item,2346000,approved
RFD00005026,OI000128327,2024-03-26 12:07:38,damaged_item,122550,rejected
RFD00005027,OI000128367,2025-03-09 20:50:29,not_as_described,106720,approved
RFD00005028,OI000128402,2024-04-02 17:02:29,wrong_item,1123200,pending
RFD00005029,OI000128419,2025-07-01 20:30:48,missing_item,505400,approved
RFD00005030,OI000128422,2026-03-22 07:27:04,late_delivery,21000,approved
RFD00005031,OI000128499,2024-10-09 18:26:05,wrong_item,65960,approved
RFD00005032,OI000128559,2024-04-09 14:32:27,damaged_item,1319080,approved
RFD00005033,OI000128567,2024-05-22 16:42:59,wrong_item,70560,approved
RFD00005034,OI000128617,2025-05-09 06:11:29,damaged_item,95000,rejected
RFD00005035,OI000128621,2025-05-12 12:57:42,fake_item,805560,rejected
RFD00005036,OI000128645,2024-11-22 20:45:17,damaged_item,5400960,pending
RFD00005037,OI000128850,2024-11-23 15:25:29,missing_item,701100,approved
RFD00005038,OI000128855,2024-05-29 15:58:02,missing_item,30000,approved
RFD00005039,OI000128856,2024-05-21 15:58:02,damaged_item,1924700,approved
RFD00005040,OI000128857,2024-05-20 15:58:02,late_delivery,45000,approved
RFD00005041,OI000128858,2024-05-23 15:58:02,late_delivery,402550,pending
RFD00005042,OI000128859,2024-05-17 15:58:02,not_as_described,3553000,pending
RFD00005043,OI000128860,2024-05-30 15:58:02,damaged_item,1426000,approved
RFD00005044,OI000128931,2025-12-26 18:01:13,not_as_described,152950,approved
RFD00005045,OI000128935,2025-11-19 20:29:28,fake_item,41400,approved
RFD00005046,OI000128936,2025-11-14 20:29:28,wrong_item,373600,rejected
RFD00005047,OI000128937,2025-11-21 20:29:28,not_as_described,1091250,approved
RFD00005048,OI000128938,2025-11-24 20:29:28,not_as_described,73600,approved
RFD00005049,OI000128939,2024-02-04 20:02:00,late_delivery,697360,approved
RFD00005050,OI000128940,2024-01-31 20:02:00,late_delivery,78200,rejected
RFD00005051,OI000128941,2024-02-14 20:02:00,late_delivery,12306840,approved
RFD00005052,OI000128949,2025-01-25 18:33:49,wrong_item,2163000,approved
RFD00005053,OI000128950,2025-02-09 18:33:49,fake_item,29100,rejected
RFD00005054,OI000128970,2025-03-15 14:39:55,not_as_described,18400,rejected
RFD00005055,OI000129052,2024-04-12 06:50:18,missing_item,1146650,rejected
RFD00005056,OI000129091,2024-10-19 11:33:34,damaged_item,67620,pending
RFD00005057,OI000129092,2024-10-08 11:33:34,fake_item,213750,approved
RFD00005058,OI000129096,2024-02-16 13:45:18,wrong_item,169540,approved
RFD00005059,OI000129125,2025-02-27 20:17:04,missing_item,1064280,rejected
RFD00005060,OI000129126,2025-03-09 20:17:04,late_delivery,4236000,approved
RFD00005061,OI000129241,2025-01-15 20:08:41,damaged_item,7452900,approved
RFD00005062,OI000129284,2025-05-16 14:57:32,fake_item,57230,approved
RFD00005063,OI000129296,2024-03-22 20:54:24,not_as_described,56120,approved
RFD00005064,OI000129297,2024-03-17 20:54:24,late_delivery,19600,approved
RFD00005065,OI000129301,2026-06-11 19:02:23,not_as_described,342020,approved
RFD00005066,OI000129314,2025-09-26 16:05:56,wrong_item,97000,rejected
RFD00005067,OI000129339,2024-08-11 16:45:38,wrong_item,1634000,approved
RFD00005068,OI000129349,2025-06-24 10:35:47,wrong_item,94760,approved
RFD00005069,OI000129426,2025-09-19 18:34:51,late_delivery,1213480,approved
RFD00005070,OI000129490,2026-05-06 19:06:21,damaged_item,82800,approved
RFD00005071,OI000129586,2025-03-14 05:04:46,late_delivery,1170000,approved
RFD00005072,OI000129651,2026-01-02 15:02:02,wrong_item,150350,approved
RFD00005073,OI000129677,2026-05-08 12:33:53,missing_item,397100,approved
RFD00005074,OI000129688,2025-08-04 16:05:01,fake_item,31360,approved
RFD00005075,OI000129689,2025-08-02 16:05:01,damaged_item,1532720,rejected
RFD00005076,OI000129690,2025-08-03 16:05:01,damaged_item,97000,rejected
RFD00005077,OI000129810,2025-11-27 12:58:23,late_delivery,20000,rejected
RFD00005078,OI000129847,2025-09-04 16:40:43,damaged_item,81480,rejected
RFD00005079,OI000129848,2025-08-29 16:40:43,late_delivery,10450,approved
RFD00005080,OI000129890,2025-02-07 21:43:07,not_as_described,104880,approved
RFD00005081,OI000129898,2024-03-24 13:53:56,wrong_item,25600,approved
RFD00005082,OI000129920,2026-03-18 10:05:38,late_delivery,62560,approved
RFD00005083,OI000129921,2026-03-18 10:05:38,missing_item,3529000,approved
RFD00005084,OI000129948,2026-03-31 10:25:39,damaged_item,10000,approved
RFD00005085,OI000130021,2026-03-15 08:34:23,wrong_item,88200,approved
RFD00005086,OI000130022,2026-03-08 08:34:23,not_as_described,146200,approved
RFD00005087,OI000130061,2026-06-03 21:08:19,not_as_described,40180,approved
RFD00005088,OI000130108,2025-07-16 01:15:06,not_as_described,115920,approved
RFD00005089,OI000130146,2024-04-27 05:00:24,damaged_item,335160,pending
RFD00005090,OI000130191,2026-02-04 19:53:51,damaged_item,122550,approved
RFD00005091,OI000130209,2026-04-03 16:41:43,late_delivery,46550,approved
RFD00005092,OI000130210,2026-03-30 16:41:43,missing_item,66600,approved
RFD00005093,OI000130211,2026-03-29 16:41:43,missing_item,108560,pending
RFD00005094,OI000130212,2026-03-31 16:41:43,damaged_item,19550,approved
RFD00005095,OI000130226,2026-04-27 21:52:20,missing_item,9700,approved
RFD00005096,OI000130227,2026-05-08 21:52:20,missing_item,8906540,approved
RFD00005097,OI000130228,2026-05-07 21:52:20,not_as_described,21560,rejected
RFD00005098,OI000130241,2024-04-06 09:19:30,missing_item,6921550,approved
RFD00005099,OI000130242,2024-03-30 09:19:30,fake_item,4484000,approved
RFD00005100,OI000130273,2024-09-09 19:07:44,not_as_described,45080,approved
RFD00005101,OI000130274,2024-09-09 19:07:44,late_delivery,491300,approved
RFD00005102,OI000130329,2025-09-23 14:52:57,late_delivery,532000,approved
RFD00005103,OI000130343,2025-04-05 16:27:07,fake_item,373380,approved
RFD00005104,OI000130344,2025-04-03 16:27:07,fake_item,226000,approved
RFD00005105,OI000130354,2026-01-02 12:50:56,missing_item,60000,pending
RFD00005106,OI000130355,2025-12-27 12:50:56,damaged_item,86240,pending
RFD00005107,OI000130428,2025-06-22 13:46:36,missing_item,597000,approved
RFD00005108,OI000130458,2025-01-20 22:37:43,damaged_item,248900,approved
RFD00005109,OI000130459,2025-08-04 06:41:00,damaged_item,398000,approved
RFD00005110,OI000130460,2025-07-26 06:41:00,not_as_described,125000,approved
RFD00005111,OI000130461,2025-08-08 06:41:00,missing_item,137000,approved
RFD00005112,OI000130481,2024-02-06 13:00:57,wrong_item,4981920,pending
RFD00005113,OI000130482,2024-02-15 13:00:57,late_delivery,34200,approved
RFD00005114,OI000130483,2024-02-13 13:00:57,missing_item,78400,approved
RFD00005115,OI000130493,2025-04-05 06:49:15,missing_item,420980,approved
RFD00005116,OI000130494,2025-03-28 06:49:15,missing_item,805000,approved
RFD00005117,OI000130495,2025-04-05 06:49:15,not_as_described,652800,approved
RFD00005118,OI000130513,2024-03-01 18:23:09,wrong_item,536000,approved
RFD00005119,OI000130642,2026-03-15 20:55:27,late_delivery,681910,pending
RFD00005120,OI000130654,2024-06-14 11:55:36,fake_item,135000,approved
RFD00005121,OI000130672,2024-05-14 15:14:29,damaged_item,17518000,approved
RFD00005122,OI000130699,2025-03-22 21:17:40,missing_item,533600,approved
RFD00005123,OI000130700,2025-03-24 21:17:40,missing_item,14250,approved
RFD00005124,OI000130720,2024-02-23 08:12:52,wrong_item,205640,approved
RFD00005125,OI000130744,2025-12-09 19:26:15,fake_item,229080,rejected
RFD00005126,OI000130745,2025-12-02 19:26:15,damaged_item,49680,approved
RFD00005127,OI000130746,2025-12-08 19:26:15,wrong_item,69350,approved
RFD00005128,OI000130755,2025-02-12 03:12:17,late_delivery,558000,approved
RFD00005129,OI000130756,2025-02-05 03:12:17,not_as_described,19684950,approved
RFD00005130,OI000130764,2024-06-20 09:40:11,fake_item,20700,approved
RFD00005131,OI000130894,2025-06-14 23:06:14,late_delivery,581400,approved
RFD00005132,OI000130932,2024-11-18 16:17:53,wrong_item,821100,approved
RFD00005133,OI000130948,2025-02-28 12:40:50,damaged_item,70000,approved
RFD00005134,OI000130954,2025-02-23 21:44:37,wrong_item,177510,approved
RFD00005135,OI000130955,2025-02-23 21:44:37,fake_item,113490,approved
RFD00005136,OI000131003,2025-01-06 20:29:44,wrong_item,75000,pending
RFD00005137,OI000131027,2024-07-20 14:48:30,fake_item,108780,approved
RFD00005138,OI000131176,2024-02-07 20:47:51,not_as_described,40000,approved
RFD00005139,OI000131177,2024-02-10 20:47:51,late_delivery,432000,approved
RFD00005140,OI000131180,2024-12-31 20:18:22,wrong_item,414000,approved
RFD00005141,OI000131181,2024-12-31 20:18:22,not_as_described,281300,approved
RFD00005142,OI000131182,2024-12-31 20:18:22,late_delivery,1128960,approved
RFD00005143,OI000131183,2025-01-02 20:18:22,fake_item,177510,approved
RFD00005144,OI000131184,2024-12-26 20:18:22,not_as_described,667380,pending
RFD00005145,OI000131192,2025-07-04 09:22:39,late_delivery,35000,approved
RFD00005146,OI000131196,2026-05-01 21:42:03,not_as_described,1665000,approved
RFD00005147,OI000131222,2025-03-12 19:11:53,not_as_described,449110,approved
RFD00005148,OI000131258,2026-02-09 11:05:12,fake_item,453150,approved
RFD00005149,OI000131259,2026-02-16 11:05:12,wrong_item,1259700,rejected
RFD00005150,OI000131260,2026-02-09 11:05:12,damaged_item,78570,approved
RFD00005151,OI000131261,2026-02-08 11:05:12,missing_item,52000,approved
RFD00005152,OI000131262,2026-02-14 11:05:12,late_delivery,312800,approved
RFD00005153,OI000131342,2025-03-29 13:32:28,wrong_item,51410,pending
RFD00005154,OI000131360,2024-10-15 13:16:55,fake_item,950000,approved
RFD00005155,OI000131363,2025-01-17 20:58:53,damaged_item,252700,pending
RFD00005156,OI000131416,2024-03-05 05:30:04,not_as_described,106000,approved
RFD00005157,OI000131417,2024-03-11 05:30:04,damaged_item,60000,approved
RFD00005158,OI000131418,2024-03-05 05:30:04,fake_item,320100,approved
RFD00005159,OI000131439,2026-06-04 19:45:31,damaged_item,59780,approved
RFD00005160,OI000131466,2024-05-04 16:58:20,missing_item,638260,approved
RFD00005161,OI000131469,2024-06-21 17:09:44,damaged_item,126960,rejected
RFD00005162,OI000131470,2024-06-16 17:09:44,wrong_item,1589760,approved
RFD00005163,OI000131471,2024-06-16 17:09:44,damaged_item,23706000,approved
RFD00005164,OI000131472,2024-06-25 17:09:44,fake_item,46550,approved
RFD00005165,OI000131473,2024-06-16 17:09:44,wrong_item,954520,approved
RFD00005166,OI000131557,2026-01-15 08:07:40,fake_item,714840,approved
RFD00005167,OI000131558,2026-01-08 08:07:40,late_delivery,31350,approved
RFD00005168,OI000131605,2024-01-23 10:40:37,not_as_described,41000,approved
RFD00005169,OI000131624,2024-03-09 17:13:20,late_delivery,47000,approved
RFD00005170,OI000131625,2024-03-05 17:13:20,damaged_item,62000,approved
RFD00005171,OI000131649,2024-09-15 18:50:14,late_delivery,127000,approved
RFD00005172,OI000131663,2024-10-15 11:36:54,missing_item,264000,approved
RFD00005173,OI000131685,2024-04-02 12:49:03,late_delivery,227000,approved
RFD00005174,OI000131696,2024-09-26 17:51:05,wrong_item,1663200,approved
RFD00005175,OI000131758,2025-06-15 19:54:55,not_as_described,478400,approved
RFD00005176,OI000131759,2025-06-29 19:54:55,not_as_described,223560,pending
RFD00005177,OI000131767,2024-03-28 12:19:48,not_as_described,305900,pending
RFD00005178,OI000131768,2024-03-31 12:19:48,damaged_item,75600,approved
RFD00005179,OI000131791,2026-01-22 10:12:12,damaged_item,54000,approved
RFD00005180,OI000131798,2025-09-22 17:22:19,late_delivery,341050,approved
RFD00005181,OI000131799,2025-09-19 17:22:19,damaged_item,9352720,approved
RFD00005182,OI000131800,2025-09-12 17:22:19,damaged_item,110400,approved
RFD00005183,OI000131850,2025-07-09 21:10:34,damaged_item,14550,approved
RFD00005184,OI000131857,2025-11-12 10:48:50,fake_item,68000,approved
RFD00005185,OI000131904,2025-12-08 21:21:41,fake_item,428720,approved
RFD00005186,OI000131910,2026-03-03 14:16:09,fake_item,494000,approved
RFD00005187,OI000131939,2024-11-18 12:12:52,fake_item,22080,approved
RFD00005188,OI000131990,2026-06-02 12:20:13,missing_item,16150,approved
RFD00005189,OI000132038,2026-05-02 15:25:24,fake_item,1101000,approved
RFD00005190,OI000132039,2026-05-02 15:25:24,damaged_item,11040,approved
RFD00005191,OI000132040,2026-05-04 15:25:24,not_as_described,91000,approved
RFD00005192,OI000132041,2026-04-30 15:25:24,not_as_described,59000,approved
RFD00005193,OI000132042,2026-04-28 15:25:24,not_as_described,101650,approved
RFD00005194,OI000132050,2026-03-24 21:06:48,missing_item,124100,approved
RFD00005195,OI000132101,2026-05-08 13:05:01,late_delivery,13799700,rejected
RFD00005196,OI000132102,2026-05-14 13:05:01,wrong_item,137740,rejected
RFD00005197,OI000132103,2026-05-14 13:05:01,not_as_described,139160,approved
RFD00005198,OI000132257,2025-11-28 10:14:50,wrong_item,224000,approved
RFD00005199,OI000132258,2025-11-19 10:14:50,wrong_item,570360,approved
RFD00005200,OI000132259,2025-11-17 10:14:50,late_delivery,21340,approved
RFD00005201,OI000132274,2024-04-30 12:01:48,fake_item,409000,approved
RFD00005202,OI000132318,2024-06-08 20:17:28,damaged_item,715350,approved
RFD00005203,OI000132350,2025-05-13 21:21:12,damaged_item,392000,approved
RFD00005204,OI000132382,2025-02-12 10:32:01,fake_item,6436640,rejected
RFD00005205,OI000132383,2025-02-04 10:32:01,missing_item,19000,approved
RFD00005206,OI000132421,2025-04-12 18:21:29,late_delivery,78300,approved
RFD00005207,OI000132422,2025-04-09 18:21:29,missing_item,585000,approved
RFD00005208,OI000132450,2025-11-17 10:11:37,not_as_described,77600,pending
RFD00005209,OI000132451,2025-11-07 10:11:37,missing_item,81000,approved
RFD00005210,OI000132452,2025-11-21 10:11:37,late_delivery,116800,pending
RFD00005211,OI000132453,2025-11-16 10:11:37,not_as_described,1107200,approved
RFD00005212,OI000132454,2025-11-10 10:11:37,fake_item,121600,rejected
RFD00005213,OI000132520,2024-11-23 15:37:49,wrong_item,270750,approved
RFD00005214,OI000132521,2024-11-27 15:37:49,wrong_item,1342600,approved
RFD00005215,OI000132604,2025-10-31 15:07:56,wrong_item,603520,approved
RFD00005216,OI000132606,2025-05-13 20:16:08,not_as_described,42750,approved
RFD00005217,OI000132607,2025-05-19 20:16:08,fake_item,429240,approved
RFD00005218,OI000132608,2025-05-21 20:16:08,damaged_item,66000,approved
RFD00005219,OI000132638,2024-12-13 16:29:29,wrong_item,759000,approved
RFD00005220,OI000132654,2024-06-27 05:50:01,late_delivery,197880,approved
RFD00005221,OI000132655,2025-03-29 20:07:54,fake_item,295960,approved
RFD00005222,OI000132735,2025-03-17 20:57:24,late_delivery,163000,rejected
RFD00005223,OI000132794,2024-06-06 20:53:35,wrong_item,1421400,rejected
RFD00005224,OI000132830,2025-01-10 11:13:04,missing_item,4359000,rejected
RFD00005225,OI000132847,2024-03-30 23:14:55,missing_item,6950000,approved
RFD00005226,OI000132848,2024-04-11 23:14:55,late_delivery,32200,approved
RFD00005227,OI000132849,2024-04-10 23:14:55,not_as_described,106000,approved
RFD00005228,OI000132850,2024-04-08 23:14:55,not_as_described,98600,approved
RFD00005229,OI000132874,2025-05-28 20:49:45,missing_item,83600,rejected
RFD00005230,OI000133048,2024-03-24 19:13:45,damaged_item,304520,approved
RFD00005231,OI000133081,2025-02-09 12:32:48,missing_item,37720,approved
RFD00005232,OI000133082,2025-02-24 12:32:48,missing_item,105840,approved
RFD00005233,OI000133083,2025-02-21 12:32:48,fake_item,21000,rejected
RFD00005234,OI000133084,2025-02-15 12:32:48,fake_item,27550,approved
RFD00005235,OI000133085,2025-02-22 12:32:48,late_delivery,2301040,approved
RFD00005236,OI000133138,2024-03-03 14:18:42,missing_item,51940,rejected
RFD00005237,OI000133182,2024-07-21 13:43:13,wrong_item,1375000,approved
RFD00005238,OI000133192,2024-07-12 20:10:26,missing_item,112700,pending
RFD00005239,OI000133229,2025-07-31 21:38:15,damaged_item,55000,approved
RFD00005240,OI000133245,2024-11-08 22:59:06,damaged_item,20408500,approved
RFD00005241,OI000133296,2025-03-26 21:31:48,wrong_item,3454000,approved
RFD00005242,OI000133297,2025-01-13 21:26:53,late_delivery,51000,approved
RFD00005243,OI000133341,2026-02-26 03:52:31,not_as_described,139160,pending
RFD00005244,OI000133357,2025-01-22 20:14:48,wrong_item,413220,approved
RFD00005245,OI000133358,2025-01-20 20:14:48,missing_item,130640,approved
RFD00005246,OI000133370,2025-06-10 18:47:46,damaged_item,26190,approved
RFD00005247,OI000133371,2025-06-12 18:47:46,fake_item,484500,rejected
RFD00005248,OI000133389,2025-10-30 12:33:01,missing_item,248920,rejected
RFD00005249,OI000133550,2025-02-01 19:21:00,late_delivery,315560,rejected
RFD00005250,OI000133551,2025-01-29 19:21:00,late_delivery,284050,approved
RFD00005251,OI000133605,2026-03-21 20:50:20,wrong_item,32400,approved
RFD00005252,OI000133606,2026-03-22 20:50:20,wrong_item,427200,pending
RFD00005253,OI000133607,2026-04-01 20:50:20,missing_item,124100,approved
RFD00005254,OI000133645,2024-07-21 18:09:22,damaged_item,48500,approved
RFD00005255,OI000133646,2024-07-09 18:09:22,damaged_item,761760,approved
RFD00005256,OI000133696,2025-11-11 19:03:32,late_delivery,161000,approved
RFD00005257,OI000133751,2024-03-06 14:54:05,fake_item,8500,approved
RFD00005258,OI000133752,2024-03-21 14:54:05,fake_item,69700,approved
RFD00005259,OI000133753,2024-03-19 14:54:05,fake_item,97520,rejected
RFD00005260,OI000133771,2025-06-29 07:20:40,missing_item,233700,approved
RFD00005261,OI000133801,2024-12-22 19:17:47,late_delivery,271700,approved
RFD00005262,OI000133840,2025-03-23 09:28:15,not_as_described,103790,approved
RFD00005263,OI000133866,2024-02-07 17:28:41,missing_item,102600,approved
RFD00005264,OI000133958,2025-10-18 12:43:53,missing_item,173000,approved
RFD00005265,OI000134018,2026-02-25 15:05:25,not_as_described,5420000,approved
RFD00005266,OI000134113,2025-04-12 11:46:34,wrong_item,624000,approved
RFD00005267,OI000134131,2025-03-22 17:44:38,late_delivery,8280,pending
RFD00005268,OI000134183,2025-04-21 03:02:02,wrong_item,3231000,rejected
RFD00005269,OI000134226,2024-06-09 14:28:57,damaged_item,34200,approved
RFD00005270,OI000134254,2024-10-16 21:52:28,not_as_described,160080,approved
RFD00005271,OI000134263,2025-04-10 13:21:57,missing_item,9800100,pending
RFD00005272,OI000134264,2025-04-11 13:21:57,late_delivery,28000,pending
RFD00005273,OI000134381,2024-04-13 09:18:59,late_delivery,34920,approved
RFD00005274,OI000134418,2025-12-18 20:43:22,wrong_item,207900,approved
RFD00005275,OI000134423,2025-04-26 10:26:42,not_as_described,102000,approved
RFD00005276,OI000134431,2026-01-15 11:26:31,fake_item,1000350,approved
RFD00005277,OI000134519,2024-01-11 20:20:09,missing_item,240120,approved
RFD00005278,OI000134573,2026-03-10 19:20:55,damaged_item,69580,approved
RFD00005279,OI000134578,2025-09-24 17:51:17,wrong_item,678300,approved
RFD00005280,OI000134602,2025-11-10 15:15:06,fake_item,136000,pending
RFD00005281,OI000134603,2025-11-07 15:15:06,fake_item,98000,approved
RFD00005282,OI000134604,2025-11-11 15:15:06,missing_item,52440,approved
RFD00005283,OI000134606,2025-05-14 17:43:45,damaged_item,183000,approved
RFD00005284,OI000134648,2025-12-27 03:59:57,missing_item,16660,approved
RFD00005285,OI000134649,2025-12-24 03:59:57,damaged_item,118150,approved
RFD00005286,OI000134705,2024-06-15 17:54:44,late_delivery,655000,rejected
RFD00005287,OI000134706,2024-06-21 17:54:44,fake_item,156170,approved
RFD00005288,OI000134707,2024-06-24 17:54:44,not_as_described,524000,approved
RFD00005289,OI000134724,2025-09-04 19:55:20,missing_item,93840,approved
RFD00005290,OI000134725,2025-08-30 19:55:20,not_as_described,546480,approved
RFD00005291,OI000134768,2024-11-14 19:03:13,fake_item,2988000,pending
RFD00005292,OI000134780,2025-07-07 21:51:31,damaged_item,3187800,approved
RFD00005293,OI000134781,2025-07-07 21:51:31,damaged_item,958360,approved
RFD00005294,OI000134783,2025-01-21 15:35:35,fake_item,3982820,approved
RFD00005295,OI000134784,2025-01-26 15:35:35,not_as_described,436000,rejected
RFD00005296,OI000134799,2026-03-08 09:09:14,missing_item,778120,approved
RFD00005297,OI000134816,2025-12-10 21:39:42,missing_item,79380,approved
RFD00005298,OI000134890,2025-02-04 12:43:46,wrong_item,141680,approved
RFD00005299,OI000134896,2024-04-19 07:58:41,missing_item,127200,rejected
RFD00005300,OI000134897,2024-04-20 07:58:41,missing_item,64600,approved
RFD00005301,OI000134918,2026-03-15 05:44:27,damaged_item,73000,pending
RFD00005302,OI000134997,2025-06-15 15:17:31,missing_item,379260,rejected
RFD00005303,OI000135002,2025-09-18 21:52:39,missing_item,72000,approved
RFD00005304,OI000135057,2026-06-14 20:31:57,fake_item,60800,approved
RFD00005305,OI000135070,2024-06-26 11:09:27,damaged_item,65960,approved
RFD00005306,OI000135071,2024-07-01 11:09:27,not_as_described,288880,approved
RFD00005307,OI000135116,2025-02-10 10:21:30,not_as_described,9200,pending
RFD00005308,OI000135138,2025-10-05 09:43:52,not_as_described,142590,rejected
RFD00005309,OI000135143,2024-03-20 22:10:39,wrong_item,13126560,approved
RFD00005310,OI000135144,2024-03-31 22:10:39,missing_item,40740,approved
RFD00005311,OI000135145,2024-03-31 22:10:39,wrong_item,42000,approved
RFD00005312,OI000135152,2026-02-11 13:45:14,late_delivery,87400,rejected
RFD00005313,OI000135192,2025-06-08 20:36:13,fake_item,17000,approved
RFD00005314,OI000135234,2024-12-21 15:01:23,damaged_item,43350,approved
RFD00005315,OI000135252,2025-03-26 21:44:50,late_delivery,4092000,pending
RFD00005316,OI000135253,2025-06-09 20:03:21,missing_item,79000,approved
RFD00005317,OI000135296,2025-09-01 13:33:10,wrong_item,207000,approved
RFD00005318,OI000135299,2024-11-25 09:16:47,damaged_item,45000,approved
RFD00005319,OI000135330,2025-05-04 09:42:02,late_delivery,47000,approved
RFD00005320,OI000135331,2025-05-01 09:42:02,damaged_item,2526000,approved
RFD00005321,OI000135383,2025-07-01 14:13:43,damaged_item,3038100,approved
RFD00005322,OI000135618,2024-01-19 21:54:36,wrong_item,156000,approved
RFD00005323,OI000135648,2025-04-13 17:36:20,wrong_item,130000,approved
